case_id|case_date|case_type|accountno|accounttype|bankcode|bankname|entity_type|id_type|card_id|ref_code|title|name|midname|surname|eng_name|eng_midname|eng_surname|birth_date|nationality|note|other|rank|pol_name|pol_surname|pol_job_title|pol_org|pol_tel|aml_report_date
3061911135|2025-04-03|3|2661815464|bank|004|KBNK|PERSON|National ID|7259783998850|VW06294424|นาย|ศิริพร|ลา|ก้องเกียรติ|ron|mid|nightingale|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1558542170|2025-04-03|3|9629349909|bank|004|KBNK|PERSON|National ID|9783351621288|VW34916351|นาย|ชัยยันต์|ลา|ควรมี|john|mid|nata|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9730439133|2025-04-03|3|2965341402|bank|004|KBNK|PERSON|National ID|8698926225399|VW35402479|นาย|ปรางค์ทอง|ลา|บุญมาก|trevor|mid|nottingham|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7760819418|2025-04-03|3|5246623229|bank|004|KBNK|PERSON|National ID|3253221855829|VW07566766|นาย|มันดะ|ลา|พิพัฒน์|rex|mid|norwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0851975028|2025-04-03|3|4467111513|bank|004|KBNK|PERSON|National ID|5164922866442|VW54298423|นาย|ดำรง|ลา|อุดมผล|mickey|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7584278576|2025-04-03|3|1669057592|bank|004|KBNK|PERSON|National ID|2975189392773|VW37182377|นาย|ปรางค์ทอง|ลา|เจริญกิจ|stan|mid|non|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
8276691274|2025-04-03|3|6151784094|bank|004|KBNK|PERSON|National ID|4285971186931|VW94044698|นาย|ประจักษ์|ลา|ควรมี|tom|mid|newman|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5171260180|2025-04-03|3|6971161269|bank|004|KBNK|PERSON|National ID|4963527112957|VW45016408|นาย|นิดหน่อย|ลา|แก้วใส|mun|mid|nicholson|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1869172722|2025-04-03|3|8116186382|bank|004|KBNK|PERSON|National ID|1936161719991|VW86609781|นาย|สมบัติ|ลา|รัตนากร|mode|mid|non|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1397715296|2025-04-03|3|3800277078|bank|004|KBNK|PERSON|National ID|3844314489429|VW00629946|นาย|กิ่งแก้ว|ลา|เจริญกิจ|mark|mid|nee|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7553617795|2025-04-03|3|0021611284|bank|004|KBNK|PERSON|National ID|8456442628746|VW32595921|นาย|ไอแดง|ลา|จริงนะ|rick|mid|nightingale|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0792882124|2025-04-03|3|4208325388|bank|004|KBNK|PERSON|National ID|4146977811333|VW65361212|นาย|กิ่งแก้ว|ลา|สุขสมบัติ|rick|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5451499467|2025-04-03|3|5245822921|bank|004|KBNK|PERSON|National ID|6818288549251|VW47815511|นาย|นิดหน่อย|ลา|อุดมผล|man|mid|neville|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9003948489|2025-04-03|3|4249033227|bank|004|KBNK|PERSON|National ID|6124127142152|VW71475902|นาย|ธนา|ลา|ใจดี|rex|mid|nobleman|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7835349401|2025-04-03|3|6459790291|bank|004|KBNK|PERSON|National ID|7558365844144|VW46807931|นาย|ไอแดง|ลา|พิพัฒน์|ryan|mid|neville|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1078042269|2025-04-03|3|4875635739|bank|004|KBNK|PERSON|National ID|2178859531697|VW91804241|นาย|จันทร์ฉาย|ลา|พิพัฒน์|mark|mid|noble|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0656431175|2025-04-03|3|0662110294|bank|004|KBNK|PERSON|National ID|7632514825611|VW56681106|นาย|บุญเติม|ลา|เจริญกิจ|roger|mid|novak|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2839023148|2025-04-03|3|1942180723|bank|004|KBNK|PERSON|National ID|7337975373421|VW00882313|นาย|ดารา|ลา|จริงนะ|jake|mid|nee|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2901788661|2025-04-03|3|8528178301|bank|004|KBNK|PERSON|National ID|1513963175757|VW95467237|นาย|สมบัติ|ลา|ทรงธรรม|roger|mid|norton|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
6627928903|2025-04-03|3|1218007195|bank|004|KBNK|PERSON|National ID|6766347943568|VW18608885|นาย|จูจิ|ลา|จริงใจ|jason|mid|norrell|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0593899785|2025-04-03|3|2517810254|bank|004|KBNK|PERSON|National ID|8613759993630|VW83206168|นาย|ดารา|ลา|นาคาพันธ์|mode|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9138472993|2025-04-03|3|6805476193|bank|004|KBNK|PERSON|National ID|7314239474986|VW06014279|นาย|มานี|ลา|อุดมผล|jerry|mid|nega|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1065623043|2025-04-03|3|8721382762|bank|004|KBNK|PERSON|National ID|2824325447741|VW03492744|นาย|สายฝน|ลา|พิพัฒน์|moo|mid|nelson|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
8280062280|2025-04-03|3|4669816087|bank|004|KBNK|PERSON|National ID|2211925983174|VW75732935|นาย|กนกวรรณ|ลา|อนันตกาล|tim|mid|neville|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4010176884|2025-04-03|3|6087387539|bank|004|KBNK|PERSON|National ID|5254459142642|VW00212675|นาย|บุญเติม|ลา|ศรีสุข|mickey|mid|norfolk|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
6845458969|2025-04-03|3|0057766139|bank|004|KBNK|PERSON|National ID|4732938683754|VW65842682|นาย|นิดหน่อย|ลา|ควรมี|sam|mid|novak|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
8953307759|2025-04-03|3|1131399237|bank|004|KBNK|PERSON|National ID|5623948559436|VW39507045|นาย|นิดหน่อย|ลา|ก้องเกียรติ|jeff|mid|notley|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5361159284|2025-04-03|3|4275819968|bank|004|KBNK|PERSON|National ID|2112152614424|VW29968718|นาย|ธนา|ลา|ใจดี|mark|mid|non|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0237878848|2025-04-03|3|8075263425|bank|004|KBNK|PERSON|National ID|2543288134693|VW29305292|นาย|บุญเติม|ลา|ทรงธรรม|mun|mid|novak|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9658314440|2025-04-03|3|0155271646|bank|004|KBNK|PERSON|National ID|4468372556384|VW49229689|นาย|วิไล|ลา|รุ่งเรือง|simon|mid|nega|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1679169759|2025-04-03|3|3242331990|bank|004|KBNK|PERSON|National ID|2818685951851|VW61597615|นาย|ดำรง|ลา|ควรมี|mason|mid|norris|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9240269028|2025-04-03|3|9630039521|bank|004|KBNK|PERSON|National ID|2278378878214|VW02293320|นาย|เพ็ญนภา|ลา|ก้องเกียรติ|rex|mid|nobleman|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1406823367|2025-04-03|3|1530912366|bank|004|KBNK|PERSON|National ID|8296429394283|VW70458409|นาย|บุญเติม|ลา|บุญมาก|moo|mid|neville|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
3269690611|2025-04-03|3|6492424890|bank|004|KBNK|PERSON|National ID|7262984846716|VW23176592|นาย|สายฝน|ลา|แก้วใส|mason|mid|norbury|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9965120779|2025-04-03|3|6729082569|bank|004|KBNK|PERSON|National ID|2517643391582|VW92723470|นาย|กิ่งแก้ว|ลา|ทรงธรรม|tony|mid|norfolk|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7667935232|2025-04-03|3|3749610123|bank|004|KBNK|PERSON|National ID|2913141819538|VW54924396|นาย|มานี|ลา|วิเศษดี|mason|mid|norcross|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4676812373|2025-04-03|3|2089368206|bank|004|KBNK|PERSON|National ID|4677257271876|VW09919016|นาย|ไอแดง|ลา|ภูมิฐาน|ryan|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
3207975594|2025-04-03|3|2286920574|bank|004|KBNK|PERSON|National ID|8373565697833|VW33341777|นาย|นพดล|ลา|สุขสมบัติ|jerry|mid|nightingale|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5039279461|2025-04-03|3|0408033905|bank|004|KBNK|PERSON|National ID|3773569732264|VW27545734|นาย|ดำรง|ลา|จริงใจ|trevor|mid|nixon|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
3288819248|2025-04-03|3|3839982679|bank|004|KBNK|PERSON|National ID|9169967954615|VW42354133|นาย|สมศรี|ลา|ก้องเกียรติ|moo|mid|norris|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5419866580|2025-04-03|3|8183974960|bank|004|KBNK|PERSON|National ID|7787965268737|VW35585450|นาย|ชัยยันต์|ลา|อุดมผล|mode|mid|northwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1715805436|2025-04-03|3|2180988812|bank|004|KBNK|PERSON|National ID|2173655715728|VW61043696|นาย|พิมพ์ใจ|ลา|รุ่งเรือง|mason|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
9783721192|2025-04-03|3|6797553248|bank|004|KBNK|PERSON|National ID|6521182993227|VW18871606|นาย|มานี|ลา|แก้วใส|ryan|mid|nixon|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7310860276|2025-04-03|3|8470290855|bank|004|KBNK|PERSON|National ID|1111719673664|VW08581517|นาย|สมบัติ|ลา|ภักดีศรี|jason|mid|norbury|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4116648467|2025-04-03|3|6816335381|bank|004|KBNK|PERSON|National ID|5187769473934|VW63268782|นาย|อาทิตย์|ลา|ทองสุข|jerry|mid|nata|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5361955373|2025-04-03|3|1244786059|bank|004|KBNK|PERSON|National ID|7512338438194|VW11132047|นาย|ดารา|ลา|รุ่งเรือง|ron|mid|norfolk|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
6022076751|2025-04-03|3|8377004215|bank|004|KBNK|PERSON|National ID|5753513231533|VW14142451|นาย|มันดะ|ลา|ภักดีศรี|mun|mid|nega|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7607062657|2025-04-03|3|6203743412|bank|004|KBNK|PERSON|National ID|9124216726715|VW10002850|นาย|พิมพ์ใจ|ลา|วิเศษดี|jake|mid|notley|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0084246105|2025-04-03|3|1715988013|bank|004|KBNK|PERSON|National ID|8795379727262|VW56800815|นาย|ดำรง|ลา|สุขสมบัติ|terry|mid|non|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1688330152|2025-04-03|3|9414173856|bank|004|KBNK|PERSON|National ID|6721334496431|VW43760166|นาย|ดารา|ลา|ทองสุข|simon|mid|norfolk|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
6295845932|2025-04-03|3|4657076447|bank|004|KBNK|PERSON|National ID|1294477954570|VW77764117|นาย|สมบัติ|ลา|แก้วใส|ron|mid|nega|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
8633681634|2025-04-03|3|8047801531|bank|004|KBNK|PERSON|National ID|5346612582179|VW22268504|นาย|ธนา|ลา|ธรรมรักษ์|john|mid|nata|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
1332026477|2025-04-03|3|3688621325|bank|004|KBNK|PERSON|National ID|6712217986247|VW30419183|นาย|บุญเติม|ลา|ศรีสุข|ron|mid|nee|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7311136208|2025-04-03|3|2424987938|bank|004|KBNK|PERSON|National ID|4796175216381|VW19720447|นาย|เพ็ญนภา|ลา|จริงใจ|roger|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
3358682049|2025-04-03|3|1281839474|bank|004|KBNK|PERSON|National ID|5723254465517|VW19234092|นาย|วิไล|ลา|ธรรมรักษ์|sam|mid|nixon|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
8803467975|2025-04-03|3|6181338397|bank|004|KBNK|PERSON|National ID|1582764922195|VW97711967|นาย|ประจักษ์|ลา|ก้องเกียรติ|mike|mid|norrell|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7217017329|2025-04-03|3|7548141790|bank|004|KBNK|PERSON|National ID|3373784997351|VW78903217|นาย|สมชาย|ลา|รุ่งเรือง|john|mid|nicholson|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
8872634303|2025-04-03|3|7718167940|bank|004|KBNK|PERSON|National ID|2431834432378|VW77744062|นาย|พิมพ์ใจ|ลา|บุญมาก|jeff|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4994965661|2025-04-03|3|4026165013|bank|004|KBNK|PERSON|National ID|4646311653998|VW79311926|นาย|นพดล|ลา|รุ่งเรือง|rick|mid|nutter|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
4830375588|2025-04-03|3|3895604897|bank|004|KBNK|PERSON|National ID|9733264685237|VW74980118|นาย|จูจิ|ลา|รุ่งเรือง|john|mid|norwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2431880482|2025-04-03|3|2116587421|bank|004|KBNK|PERSON|National ID|7951415778646|VW48398055|นาย|สายฝน|ลา|ธรรมรักษ์|jeff|mid|neville|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0773514339|2025-04-03|3|5644430745|bank|004|KBNK|PERSON|National ID|6573521334443|VW49148441|นาย|อุษา|ลา|จริงใจ|tom|mid|nelson|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
6945848219|2025-04-03|3|9083728931|bank|004|KBNK|PERSON|National ID|5227735323629|VW51452606|นาย|ธนา|ลา|ก้องเกียรติ|jeff|mid|nee|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5284005710|2025-04-03|3|4745507712|bank|004|KBNK|PERSON|National ID|8188367999414|VW84825068|นาย|ไอแดง|ลา|ควรมี|tim|mid|novak|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
2578609098|2025-04-03|3|6762996455|bank|004|KBNK|PERSON|National ID|9867655284314|VW92184906|นาย|ไอแดง|ลา|มหาทรัพย์|tim|mid|neville|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
3789831164|2025-04-03|3|9167129444|bank|004|KBNK|PERSON|National ID|8382614597654|VW84537953|นาย|วิไล|ลา|อุดมผล|rex|mid|nottingham|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7276359107|2025-04-03|3|2302845995|bank|004|KBNK|PERSON|National ID|6317865797911|VW58775377|นาย|สายฝน|ลา|มหาทรัพย์|tom|mid|nata|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7595473651|2025-04-03|3|3554332789|bank|004|KBNK|PERSON|National ID|9916924127954|VW85575643|นาย|วิไล|ลา|ตั้งมั่น|man|mid|northwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7936947492|2025-04-03|3|5569920283|bank|004|KBNK|PERSON|National ID|4618325981242|VW68488836|นาย|ไอแดง|ลา|ภูมิฐาน|tony|mid|nega|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
8896313609|2025-04-03|3|9346999437|bank|004|KBNK|PERSON|National ID|4486523184357|VW52512291|นาย|สายฝน|ลา|ภักดีศรี|roger|mid|norwood|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
0625684730|2025-04-03|3|9141673611|bank|004|KBNK|PERSON|National ID|3142935369223|VW28153147|นาย|กิ่งแก้ว|ลา|บุญมาก|steve|mid|norton|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
5028967181|2025-04-03|3|9499516906|bank|004|KBNK|PERSON|National ID|3921754522820|VW31967617|นาย|ยุทธนา|ลา|วิเศษดี|stan|mid|nightingale|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
3675040928|2025-04-03|3|7047815005|bank|004|KBNK|PERSON|National ID|1398813142515|VW50910709|นาย|เพ็ญนภา|ลา|นาคาพันธ์|mark|mid|north|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
7634209869|2025-04-03|3|9115876798|bank|004|KBNK|PERSON|National ID|4711792184987|VW63140023|นาย|ดำรง|ลา|อุดมผล|mickey|mid|norcross|2002-10-21|TH|Important case|119/99|ร.ต.อ.|สมชัย|แสนใจดี|รอง. สว.(สอบสวน)|สภ.กระทุ่มแบน บก.จ.สมุทรสาคร ภ.7|878889999|2025-03-31
